[DEBUG] [2021-08-28 18:00:00] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 9da7c4b13bfd4cdfb10a5d30c1374f40, msgType : 19
[DEBUG] [2021-08-28 18:51:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 6656ed09bbd64f418fec5982f0581c0f, msgType : 19
[DEBUG] [2021-08-28 18:51:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 74a82dffc03041adb3e8f2b920e73b11, msgType : 19
[DEBUG] [2021-08-28 18:51:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 0ddecefd90c84d2582238c2a5f44071d, msgType : 19
[DEBUG] [2021-08-28 18:51:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 484ce5b27f07408abb3d2ca676187a96, msgType : 19
[DEBUG] [2021-08-28 18:51:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 1d7e6aeb48734fa389be764319dff462, msgType : 19
[DEBUG] [2021-08-28 18:51:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 0285bce6df0c4b7587d510c3f6788302, msgType : 19
[DEBUG] [2021-08-28 18:51:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 748820218ce4418da2e6468938057ea1, msgType : 19
[DEBUG] [2021-08-28 18:51:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 34eb7e4c316e4c2c9c7f4f1b6215f67f, msgType : 19
[DEBUG] [2021-08-28 18:51:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : e4e3f63b7f7045988e949c57b5b42f3d, msgType : 19
[DEBUG] [2021-08-28 18:51:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 139b4d266f11440995687306fcd1b052, msgType : 19
[DEBUG] [2021-08-28 18:51:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 1cb6356da703459482349cf321377887, msgType : 19
[DEBUG] [2021-08-28 18:51:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : b1eb2c0cf2b748c8aa7e33c1cf06a1a0, msgType : 19
[DEBUG] [2021-08-28 18:51:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : a367d2f3b1a043ac8acb06382f6bc36a, msgType : 19
[DEBUG] [2021-08-28 18:51:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 158b026ee22d47419ef1c65a38f05b61, msgType : 19
[DEBUG] [2021-08-28 18:51:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : be4b531a61d84f8591d50db11fedbcf4, msgType : 19
[DEBUG] [2021-08-28 18:51:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : daab83f3261540788bfed59dbe7c9ff5, msgType : 19
[DEBUG] [2021-08-28 18:51:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 434732f8601f411f9842d003cbe44686, msgType : 19
[DEBUG] [2021-08-28 18:51:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 823d8409132f491a89b3f2724219a0dc, msgType : 19
[DEBUG] [2021-08-28 18:51:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : cf84651e109f4768854b3e0ec98a6432, msgType : 19
[DEBUG] [2021-08-28 18:51:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8bfddfe710274ff88dd656bbd27bc763, msgType : 19
[DEBUG] [2021-08-28 18:51:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : ce1340784b7f4bdaba056e5a7ebadea4, msgType : 19
[DEBUG] [2021-08-28 18:51:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 4cdfb774a2584e27b860626abd19d47f, msgType : 19
[DEBUG] [2021-08-28 18:51:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 1672a744f7814855bf020507c1bc8598, msgType : 19
[DEBUG] [2021-08-28 18:51:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 3074c1b0aa9f4d09821f4a682e72abf7, msgType : 19
[DEBUG] [2021-08-28 18:51:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 3119447c66ee401e85318b169153e3c7, msgType : 19
[DEBUG] [2021-08-28 18:51:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 9681069c21c94e43859a43a105fc2919, msgType : 19
[DEBUG] [2021-08-28 18:51:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : c9a7ef726ee44830927db5bc082f7cbf, msgType : 19
[DEBUG] [2021-08-28 18:51:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 8503c0a5223148be98c6e4b4be4adec8, msgType : 19
[DEBUG] [2021-08-28 18:51:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 12a0333c63fd45b18bbed87c4c4a8e33, msgType : 19
[DEBUG] [2021-08-28 18:51:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : c2b99eb355f34ff785b177085abfe6e2, msgType : 19
[DEBUG] [2021-08-28 18:51:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 663d404f606d44af9b9a874f91c7ac00, msgType : 19
[DEBUG] [2021-08-28 18:51:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 6ca4b31f5d0e49e4a4b448b571842db5, msgType : 19
[DEBUG] [2021-08-28 18:51:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20201, seq : 6e45a417d2014edc93ddcf16a89222d3, msgType : 19
[DEBUG] [2021-08-28 18:51:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 1.15.226.19:20200, seq : 119a793e9e924139a0353cab4539a037, msgType : 19
[DEBUG] [2021-08-28 18:51:58] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-08-28 18:51:58] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
[DEBUG] [2021-08-28 18:51:58] AbstractEnvironment.<init>(125) | Initialized StandardEnvironment with PropertySources [MapPropertySource@1917513796 {name='systemProperties', properties={java.specification.version=13, sun.cpu.isalist=amd64, sun.jnu.encoding=GBK, java.class.path=D:\ideaproject\asset-app\build\classes\java\main;D:\ideaproject\asset-app\build\resources\main;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos.java-sdk\fisco-bcos-java-sdk\2.7.2\f9b1c110567aae2a49477f97f1bebe6c45011fe8\fisco-bcos-java-sdk-2.7.2.jar;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos\netty-sm-ssl-context\1.2.0\6a987bc9092495b938e5a8bd6a6c5b672cb7a4e8\netty-sm-ssl-context-1.2.0.jar;D:\.grade\caches\modules-2\files-2.1\org.slf4j\slf4j-log4j12\1.7.30\c21f55139d8141d2231214fb1feaf50a1edca95e\slf4j-log4j12-1.7.30.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-context\4.3.27.RELEASE\f7ffe3a6b68fd16515aafdffb6550935c3601a85\spring-context-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-tx\4.3.27.RELEASE\d3acbba626f3d45062201ed27a17a7f2c08e2ab0\spring-tx-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-aop\4.3.27.RELEASE\a6900112311407df79d6549c540a83872182c9bd\spring-aop-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-beans\4.3.27.RELEASE\6e3e15abc92989708ef94ac6055dc5665b03e921\spring-beans-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-expression\4.3.27.RELEASE\bddfa94e415a7e53e85643d479e15be25c091bd4\spring-expression-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.springframework\spring-core\4.3.27.RELEASE\ab25ccb3857069b516b9fdee7f0ff3a3bb07639e\spring-core-4.3.27.RELEASE.jar;D:\.grade\caches\modules-2\files-2.1\org.slf4j\slf4j-api\1.7.30\b5a4b6d16ab13e34a88fae84c35cd5d68cac922c\slf4j-api-1.7.30.jar;D:\.grade\caches\modules-2\files-2.1\log4j\log4j\1.2.17\5af35056b4d257e4b64b9e8069c0746e8b08629f\log4j-1.2.17.jar;D:\.grade\caches\modules-2\files-2.1\org.bouncycastle\bcprov-jdk15on\1.60\bd47ad3bd14b8e82595c7adaa143501e60842a84\bcprov-jdk15on-1.60.jar;D:\.grade\caches\modules-2\files-2.1\org.apache.commons\commons-lang3\3.1\905075e6c80f206bbe6cf1e809d2caa69f420c76\commons-lang3-3.1.jar;D:\.grade\caches\modules-2\files-2.1\io.netty\netty-all\4.1.53.Final\fe61db8de0babb6ac5b87a8dd9ba017658f2f10d\netty-all-4.1.53.Final.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-databind\2.11.0\8f5aaf3878b0647ff3a16610af53b1a5c05d9f15\jackson-databind-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\commons-io\commons-io\2.4\b1b6ea3b7e4aa4f492509a4952029cd8e48019ad\commons-io-2.4.jar;D:\.grade\caches\modules-2\files-2.1\com.squareup\javapoet\1.7.0\4fdcf1fc27c1a8f55d1109df986c923152f07759\javapoet-1.7.0.jar;D:\.grade\caches\modules-2\files-2.1\info.picocli\picocli\3.6.0\658e0dce77754c7df1e770c246aea0d25808dca7\picocli-3.6.0.jar;D:\.grade\caches\modules-2\files-2.1\com.webank\key-mini-toolkit\1.0.3\1e0f70274a5bdda552dfb64ff6714a284d08b00f\key-mini-toolkit-1.0.3.jar;D:\.grade\caches\modules-2\files-2.1\com.moandjiezana.toml\toml4j\0.7.2\a03337911d0bd2c40932aca3946edb30d0e7d0c\toml4j-0.7.2.jar;D:\.grade\caches\modules-2\files-2.1\commons-logging\commons-logging\1.2\4bfc12adfe4842bf07b657f0369c4cb522955686\commons-logging-1.2.jar;D:\.grade\caches\modules-2\files-2.1\org.fisco-bcos\tcnative\2.0.34.0\d76b76c1fdadce1d9df9e1c7aa6a79bc24c7018d\tcnative-2.0.34.0.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-annotations\2.11.0\c626020ae55d19c690d25cb51c1532ba76e5890f\jackson-annotations-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\com.fasterxml.jackson.core\jackson-core\2.11.0\f84302e14648f9f63c0c73951054aeb2ff0b810a\jackson-core-2.11.0.jar;D:\.grade\caches\modules-2\files-2.1\org.projectlombok\lombok\1.18.6\616105b0831250a2e443447508e6a8b26bc466fb\lombok-1.18.6.jar;D:\.grade\caches\modules-2\files-2.1\com.google.code.gson\gson\2.8.1\2a8e0aa38a2e21cb39e2f5a7d6704cbdc941da0\gson-2.8.1.jar, java.vm.vendor=Azul Systems, Inc., sun.arch.data.model=64, user.variant=, java.vendor.url=http://www.azul.com/, user.timezone=Asia/Shanghai, java.vm.specification.version=13, os.name=Windows 10, user.country=CN, sun.java.launcher=SUN_STANDARD, sun.boot.library.path=C:\Users\CIAge\.jdks\azul-13.0.8\bin, sun.java.command=org.fisco.bcos.swaphash.client.Test, jdk.debug=release, sun.cpu.endian=little, user.home=C:\Users\CIAge, user.language=zh, java.specification.vendor=Oracle Corporation, java.version.date=2021-07-20, java.home=C:\Users\CIAge\.jdks\azul-13.0.8, file.separator=\, java.vm.compressedOopsMode=32-bit, line.separator=
, java.vm.specification.vendor=Oracle Corporation, jdk.vendor.version=Zulu13.42+17-CA, java.specification.name=Java Platform API Specification, user.script=, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=13.0.8+5-MTS, user.name=CIAge, path.separator=;, os.version=10.0, java.runtime.name=OpenJDK Runtime Environment, file.encoding=GBK, java.vm.name=OpenJDK 64-Bit Server VM, java.vendor.version=Zulu13.42+17-CA, java.vendor.url.bug=http://www.azul.com/support/, java.io.tmpdir=C:\Users\CIAge\AppData\Local\Temp\, java.version=13.0.8, user.dir=D:\ideaproject\asset-app, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, sun.os.patch.level=, java.library.path=C:\Users\CIAge\.jdks\azul-13.0.8\bin;C:\windows\Sun\Java\bin;C:\windows\system32;C:\windows;D:\Anaconda3;D:\Anaconda3\Library\mingw-w64\bin;D:\Anaconda3\Library\usr\bin;D:\Anaconda3\Library\bin;D:\Anaconda3\Scripts;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4\bin;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4\libnvvp;C:\Program Files (x86)\NetSarang\Xshell 6\;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\;C:\Program Files\Microsoft SQL Server\100\Tools\Binn\;C:\Program Files\Microsoft SQL Server\100\DTS\Binn\;C:\Program Files\nodejs\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files\Microsoft SQL Server\150\DTS\Binn\;C:\Program Files\Azure Data Studio\bin;C:\Program Files\PuTTY\;C:\Program Files (x86)\NetSarang\Xshell 7\;C:\Program Files (x86)\NetSarang\Xftp 7\;D:\apache-maven-3.8.1\bin;D:\apache-tomcat-10.0.6\bin;D:\apache-tomcat-10.0.6\lib;D:\jdk-16.0.1_windows-x64_bin\jdk-16.0.1\bin;C:\Program Files\NVIDIA Corporation\Nsight Compute 2021.2.0\;C:\Program Files\Git\cmd;C:\Program Files\dotnet\;C:\Program Files\Geth;D:\go-ipfs_v0.9.1_windows-386\go-ipfs;C:\Users\CIAge\PycharmProjects\pythonProject\venv\Scripts;C:\Program Files (x86)\Mozilla Firefox;C:\Users\CIAge\AppData\Local\Microsoft\WindowsApps;C:\mingw64\bin;C:\Users\CIAge\AppData\Roaming\npm;C:\Program Files\Azure Data Studio\bin;C:\Program Files\JetBrains\PyCharm 2021.2\bin;;C:\Program Files\JetBrains\WebStorm 2021.1.1\bin;;C:\Program Files\JetBrains\IntelliJ IDEA Educational Edition 2021.1\bin;;C:\Users\CIAge\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CIAge\.dotnet\tools;C:\Users\CIAge\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2021.2\bin;;., java.vm.info=mixed mode, sharing, java.vendor=Azul Systems, Inc., java.vm.version=13.0.8+5-MTS, sun.io.unicode.encoding=UnicodeLittle, java.class.version=57.0}}, SystemEnvironmentPropertySource@1182320432 {name='systemEnvironment', properties={USERDOMAIN_ROAMINGPROFILE=LAPTOP-RJG7H4UD, PROCESSOR_LEVEL=6, RegionCode=APJ, SESSIONNAME=Console, ALLUSERSPROFILE=C:\ProgramData, ETHEREUM_SOCKET=\\.\pipe\geth.ipc, PROCESSOR_ARCHITECTURE=AMD64, PSModulePath=C:\Program Files\WindowsPowerShell\Modules;C:\windows\system32\WindowsPowerShell\v1.0\Modules;C:\Program Files (x86)\Microsoft SQL Server\150\Tools\PowerShell\Modules\, SystemDrive=C:, KMP_DUPLICATE_LIB_OK=TRUE, USERNAME=CIAge, ProgramFiles(x86)=C:\Program Files (x86), FPS_BROWSER_USER_PROFILE_STRING=Default, PATHEXT=.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC, DriverData=C:\Windows\System32\Drivers\DriverData, OneDriveConsumer=C:\Users\CIAge\OneDrive, IntelliJ IDEA Educational Edition=C:\Program Files\JetBrains\IntelliJ IDEA Educational Edition 2021.1\bin;, platformcode=KV, ProgramData=C:\ProgramData, ProgramW6432=C:\Program Files, HOMEPATH=\Users\CIAge, PROCESSOR_IDENTIFIER=Intel64 Family 6 Model 158 Stepping 10, GenuineIntel, M2_HOME=D:\apache-maven-3.8.1, ProgramFiles=C:\Program Files, PUBLIC=C:\Users\Public, windir=C:\windows, =::=::\, LOCALAPPDATA=C:\Users\CIAge\AppData\Local, IntelliJ IDEA=C:\Program Files\JetBrains\IntelliJ IDEA 2021.2\bin;, USERDOMAIN=LAPTOP-RJG7H4UD, FPS_BROWSER_APP_PROFILE_STRING=Internet Explorer, LOGONSERVER=\\LAPTOP-RJG7H4UD, JAVA_HOME=D:\jdk-16.0.1_windows-x64_bin\jdk-16.0.1, WebStorm=C:\Program Files\JetBrains\WebStorm 2021.1.1\bin;, CATALINA_BASE=D:\apache-tomcat-10.0.6, OneDrive=C:\Users\CIAge\OneDrive, APPDATA=C:\Users\CIAge\AppData\Roaming, CUDA_PATH_V11_4=C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4, NVTOOLSEXT_PATH=C:\Program Files\NVIDIA Corporation\NvToolsExt\, CommonProgramFiles=C:\Program Files\Common Files, Path=D:\Anaconda3;D:\Anaconda3\Library\mingw-w64\bin;D:\Anaconda3\Library\usr\bin;D:\Anaconda3\Library\bin;D:\Anaconda3\Scripts;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4\bin;C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4\libnvvp;C:\Program Files (x86)\NetSarang\Xshell 6\;C:\windows\system32;C:\windows;C:\windows\System32\Wbem;C:\windows\System32\WindowsPowerShell\v1.0\;C:\windows\System32\OpenSSH\;C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common;C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR;C:\Program Files (x86)\Microsoft SQL Server\100\Tools\Binn\;C:\Program Files\Microsoft SQL Server\100\Tools\Binn\;C:\Program Files\Microsoft SQL Server\100\DTS\Binn\;C:\Program Files\nodejs\;C:\Program Files\Microsoft SQL Server\Client SDK\ODBC\170\Tools\Binn\;C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files\Microsoft SQL Server\150\Tools\Binn\;C:\Program Files\Microsoft SQL Server\150\DTS\Binn\;C:\Program Files\Azure Data Studio\bin;C:\Program Files\PuTTY\;C:\Program Files (x86)\NetSarang\Xshell 7\;C:\Program Files (x86)\NetSarang\Xftp 7\;D:\apache-maven-3.8.1\bin;D:\apache-tomcat-10.0.6\bin;D:\apache-tomcat-10.0.6\lib;D:\jdk-16.0.1_windows-x64_bin\jdk-16.0.1\bin;C:\Program Files\NVIDIA Corporation\Nsight Compute 2021.2.0\;C:\Program Files\Git\cmd;C:\Program Files\dotnet\;C:\Program Files\Geth;D:\go-ipfs_v0.9.1_windows-386\go-ipfs;C:\Users\CIAge\PycharmProjects\pythonProject\venv\Scripts;C:\Program Files (x86)\Mozilla Firefox;C:\Users\CIAge\AppData\Local\Microsoft\WindowsApps;C:\mingw64\bin;C:\Users\CIAge\AppData\Roaming\npm;C:\Program Files\Azure Data Studio\bin;C:\Program Files\JetBrains\PyCharm 2021.2\bin;;C:\Program Files\JetBrains\WebStorm 2021.1.1\bin;;C:\Program Files\JetBrains\IntelliJ IDEA Educational Edition 2021.1\bin;;C:\Users\CIAge\AppData\Local\Programs\Microsoft VS Code\bin;C:\Users\CIAge\.dotnet\tools;C:\Users\CIAge\AppData\Local\GitHubDesktop\bin;C:\Program Files\JetBrains\IntelliJ IDEA 2021.2\bin;, PyCharm=C:\Program Files\JetBrains\PyCharm 2021.2\bin;, MKL_SERIAL=YES, OS=Windows_NT, COMPUTERNAME=LAPTOP-RJG7H4UD, NVCUDASAMPLES_ROOT=C:\ProgramData\NVIDIA Corporation\CUDA Samples\v11.4, CATALINA_HOME=D:\apache-tomcat-10.0.6, CUDA_PATH=C:\Program Files\NVIDIA GPU Computing Toolkit\CUDA\v11.4, OnlineServices=Online Services, PROCESSOR_REVISION=9e0a, CommonProgramW6432=C:\Program Files\Common Files, ComSpec=C:\windows\system32\cmd.exe, NVCUDASAMPLES11_4_ROOT=C:\ProgramData\NVIDIA Corporation\CUDA Samples\v11.4, SystemRoot=C:\windows, TEMP=C:\Users\CIAge\AppData\Local\Temp, HOMEDRIVE=C:, USERPROFILE=C:\Users\CIAge, TMP=C:\Users\CIAge\AppData\Local\Temp, CommonProgramFiles(x86)=C:\Program Files (x86)\Common Files, NUMBER_OF_PROCESSORS=8, IDEA_INITIAL_DIRECTORY=C:\Program Files\JetBrains\IntelliJ IDEA 2021.2\bin}}]
[INFO] [2021-08-28 18:51:58] AbstractApplicationContext.prepareRefresh(583) | Refreshing org.springframework.context.support.ClassPathXmlApplicationContext@54a097cc: startup date [Sat Aug 28 18:51:58 CST 2021]; root of context hierarchy
[DEBUG] [2021-08-28 18:51:58] MutablePropertySources.addLast(106) | Adding PropertySource 'systemProperties' with lowest search precedence
[DEBUG] [2021-08-28 18:51:58] MutablePropertySources.addLast(106) | Adding PropertySource 'systemEnvironment' with lowest search precedence
